employeenumber,age,attrition,businesstravel,distancefromhome,education,educationfield,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numero_empresas_anteriores,horas_extra,incremento_salario,nivel_trabajo,satisfaccion_relaciones_interpersonales,clasificacion_jornada,años_experiencia,cursos,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary,remotework,salary_month
543,37,No,Unknown,7,3,Other,3,M,3,3, Manufacturing Director ,3,Single,3,No,21,4,2,Unknown,17.0,3,Muy alto,8,1,6,65245.88,No,5437.16
544,37,No,Unknown,7,1,Medical,1,F,2,1, Research Scientist ,1,Unknown,1,Unknown,11,3,4,Part Time,6.0,3,Medio,6,1,1,25590.0,No,2132.5
545,35,No,Unknown,1,4,Life Sciences,3,F,4,2, Healthcare Representative ,2,Married,1,Yes,13,3,1,Full Time,11.32,2,Alto,6,1,2,54880.0,Yes,4573.33
546,31,No,Unknown,28,4,Life Sciences,3,F,3,1, Research Scientist ,4,Divorced,4,No,22,4,1,Part Time,11.0,1,Alto,7,1,7,25140.0,No,2095.0
547,31,No,travel_frequently,10,3,Life Sciences,4,F,3,1, Research Scientist ,2,Divorced,0,No,14,3,4,Part Time,8.0,2,Medio,7,1,1,28111.13,Yes,2342.59
548,36,No,Unknown,9,1,Life Sciences,2,F,3,2, Sales Executive ,3,Married,1,Unknown,20,4,1,Part Time,11.32,3,Medio,6,1,3,53914.11,No,4492.84
549,30,No,travel_rarely,19,4,Medical,4,M,2,1, Laboratory Technician ,1,Married,1,Unknown,12,3,3,Unknown,6.0,2,Alto,6,3,3,31960.0,No,2663.33
550,46,No,Unknown,2,1,Life Sciences,1,F,4,1, Research Scientist ,4,Married,1,Unknown,13,3,4,Part Time,10.0,5,Alto,10,7,7,28111.13,No,2342.59
551,33,No,travel_rarely,11,2,Life Sciences,3,M,3,2, Healthcare Representative ,1,Married,1,Yes,12,3,4,Part Time,6.0,2,Medio,6,0,1,53914.11,No,4492.84
552,28,No,Unknown,4,2,Life Sciences,3,M,3,1, Research Scientist ,4,Unknown,1,Yes,20,4,2,Part Time,11.32,2,Medio,8,2,2,28111.13,No,2342.59
553,49,No,travel_rarely,1,3,Life Sciences,1,M,3,1, Research Scientist ,4,Unknown,7,No,12,3,3,Full Time,17.0,2,Medio,6,1,2,34200.0,Yes,2850.0
554,39,No,Unknown,5,2,Life Sciences,3,M,4,1, Laboratory Technician ,3,Single,0,No,14,3,1,Part Time,7.0,2,Mal,6,1,3,28111.13,No,2342.59
555,34,No,Unknown,1,4,Life Sciences,4,M,3,2, Research Scientist ,1,Married,4,Unknown,14,3,2,Unknown,9.0,3,Medio,6,1,2,65245.88,Yes,5437.16
556,34,No,Unknown,2,3,Medical,4,M,3,2, Research Scientist ,2,Divorced,0,No,13,3,3,Part Time,10.0,4,Medio,9,1,6,53914.11,Yes,4492.84
557,35,No,non-travel,16,3,Life Sciences,3,F,3,2, Sales Executive ,4,Unknown,1,Yes,25,4,3,Part Time,7.0,2,Alto,6,1,2,53680.0,No,4473.33
558,49,Yes,Unknown,9,3,Life Sciences,3,M,1,4, Sales Executive ,3,Married,7,No,11,3,3,Full Time,25.0,3,Mal,23,14,10,129360.0,Yes,10780.0
559,43,Yes,Unknown,1,2,Life Sciences,2,F,3,2, Sales Executive ,4,Unknown,8,Yes,11,3,1,Part Time,8.0,0,Mal,6,0,5,53914.11,No,4492.84
560,37,No,travel_rarely,16,3,Medical,1,M,4,1, Laboratory Technician ,2,Married,0,Unknown,13,3,3,Part Time,6.0,5,Alto,5,0,3,28111.13,No,2342.59
561,31,No,travel_rarely,2,3,Life Sciences,3,M,3,1, Research Scientist ,2,Married,0,No,23,4,4,Part Time,11.32,3,Alto,5,0,4,28111.13,No,2342.59
562,34,No,travel_rarely,1,3,Life Sciences,2,M,3,2, Research Scientist ,2,Unknown,1,No,17,3,2,Part Time,10.0,3,Alto,10,0,9,53914.11,Yes,4492.84
563,37,No,travel_rarely,1,3,Medical,2,M,2,1, Research Scientist ,3,Single,1,No,18,3,1,Part Time,6.0,3,Alto,6,0,4,28111.13,No,2342.59
564,58,No,Unknown,7,3,Life Sciences,4,M,1,3, Manufacturing Director ,4,Unknown,4,No,11,3,1,Unknown,37.0,3,Medio,6,0,2,65245.88,Yes,5437.16
565,30,No,Unknown,4,3,Medical,2,M,3,2, Sales Executive ,3,Unknown,1,Unknown,15,3,2,Part Time,5.0,3,Muy alto,5,0,4,42210.0,Yes,3517.5
566,27,Yes,travel_rarely,5,3,Life Sciences,3,M,2,2, Sales Executive ,3,Single,1,Yes,11,3,4,Unknown,11.32,1,Alto,6,0,3,65245.88,Yes,5437.16
567,58,Yes,Unknown,14,4,Life Sciences,2,F,3,1, Research Scientist ,2,Unknown,9,Unknown,18,3,1,Full Time,7.0,2,Alto,5,4,3,49630.0,Yes,4135.83
568,28,No,Unknown,6,3,Life Sciences,3,F,2,1, Research Scientist ,2,Married,1,Unknown,19,3,3,Part Time,5.0,3,Medio,5,4,3,28111.13,No,2342.59
569,34,Yes,Unknown,9,3,Medical,1,F,3,1, Laboratory Technician ,1,Unknown,7,No,22,4,1,Unknown,11.32,2,Muy alto,5,0,4,65245.88,No,5437.16
570,32,No,travel_rarely,18,3,Life Sciences,1,F,3,1, Research Scientist ,3,Single,1,No,14,3,3,Part Time,11.32,4,Medio,5,0,4,28111.13,Yes,2342.59
571,52,No,travel_rarely,11,3,Life Sciences,3,F,3,5, Manager ,2,Unknown,3,Unknown,15,3,2,Unknown,11.32,5,Alto,5,4,4,65245.88,No,5437.16
572,34,No,Unknown,6,5,Life Sciences,3,M,3,1, Research Scientist ,3,Unknown,3,No,20,4,1,Part Time,8.0,2,Unknown,5,1,4,28111.13,No,2342.59
573,47,No,travel_rarely,4,2,Life Sciences,3,F,3,2, Sales Executive ,1,Unknown,4,Unknown,11,3,1,Unknown,9.0,3,Muy alto,5,0,3,65245.88,No,5437.16
574,45,No,Unknown,7,3,Life Sciences,4,M,4,1, Research Scientist ,4,Divorced,4,No,14,3,4,Part Time,7.0,3,Muy alto,5,2,2,28111.13,Yes,2342.59
575,31,Yes,Unknown,27,3,Marketing,2,F,3,3, Sales Executive ,4,Married,1,Unknown,22,4,4,Part Time,10.0,3,Medio,10,1,9,76390.0,Yes,6365.83
576,33,No,non-travel,1,4,Medical,3,M,1,2, Manufacturing Director ,3,Unknown,0,Unknown,12,3,4,Part Time,6.0,2,Alto,5,1,4,53914.11,Yes,4492.84
577,35,Yes,Unknown,14,3,Life Sciences,3,M,3,1, Laboratory Technician ,4,Married,5,Yes,13,3,3,Unknown,8.0,2,Mal,5,0,4,65245.88,No,5437.16
578,33,Yes,Unknown,29,2,Life Sciences,3,M,2,1, Laboratory Technician ,2,Unknown,0,No,11,3,2,Part Time,11.32,2,Muy alto,5,1,4,28111.13,Yes,2342.59
579,39,No,Unknown,6,4,Life Sciences,3,M,3,2, Sales Executive ,4,Unknown,4,No,14,3,2,Unknown,11.32,5,Muy alto,5,0,1,65245.88,Yes,5437.16
580,52,No,Unknown,4,1,Life Sciences,1,M,3,5, Research Director ,2,Divorced,3,No,14,3,1,Unknown,28.0,4,Medio,10,1,6,65245.88,No,5437.16
581,44,No,travel_frequently,26,3,Life Sciences,3,F,3,4, Sales Executive ,2,Married,5,Unknown,14,3,4,Full Time,11.32,2,Unknown,20,4,8,135250.0,Yes,11270.83
582,29,No,Unknown,2,3,Life Sciences,4,M,3,2, Sales Executive ,3,Unknown,1,Yes,11,3,1,Unknown,5.0,3,Alto,5,0,4,65245.88,Yes,5437.16
583,29,No,non-travel,1,1,Marketing,3,M,3,2, Sales Executive ,2,Unknown,0,Yes,13,3,4,Unknown,11.32,0,Unknown,5,1,4,65245.88,Yes,5437.16
584,43,No,travel_rarely,6,3,Life Sciences,4,M,2,2, Manufacturing Director ,2,Single,6,Yes,15,3,4,Part Time,11.32,3,Alto,5,1,2,53914.11,Yes,4492.84
585,39,No,travel_rarely,10,3,Medical,3,F,3,1, Laboratory Technician ,1,Unknown,6,No,20,4,2,Part Time,11.32,3,Alto,5,0,3,28111.13,Yes,2342.59
586,42,Yes,Unknown,7,2,Life Sciences,2,M,2,2, Sales Executive ,3,Unknown,2,Yes,12,3,1,Full Time,8.0,6,Alto,6,1,0,63800.0,Yes,5316.67
587,57,No,Unknown,2,3,Life Sciences,3,F,3,4, Manager ,4,Single,2,Yes,13,3,3,Full Time,11.32,2,Alto,5,1,2,153407.07,No,12783.92
588,28,Yes,travel_frequently,3,1,Life Sciences,3,M,3,1, Research Scientist ,1,Unknown,0,Unknown,22,4,3,Full Time,11.32,2,Alto,6,0,4,31020.0,Yes,2585.0
589,42,No,travel_rarely,2,2,Marketing,4,F,3,2, Sales Executive ,2,Divorced,7,Unknown,12,3,3,Part Time,11.32,5,Alto,5,1,3,53914.11,Yes,4492.84
590,27,No,Unknown,4,2,Life Sciences,2,F,2,2, Sales Executive ,4,Single,1,Yes,11,3,2,Part Time,5.0,3,Alto,5,1,3,53914.11,No,4492.84
591,32,No,Unknown,12,3,Life Sciences,2,F,3,2, Sales Executive ,3,Single,0,No,11,3,2,Part Time,11.32,6,Alto,5,4,4,53914.11,Yes,4492.84
592,54,No,travel_rarely,7,3,Life Sciences,4,M,2,3, Manufacturing Director ,3,Married,2,Unknown,14,3,3,Part Time,11.32,4,Alto,5,0,4,100071.84,No,8339.32
593,44,No,travel_frequently,7,2,Life Sciences,1,F,3,2, Research Scientist ,3,Unknown,2,No,11,3,2,Part Time,19.0,3,Alto,5,0,2,45560.0,No,3796.67
594,32,No,travel_rarely,2,3,Life Sciences,3,F,1,2, Manufacturing Director ,4,Unknown,2,No,20,4,3,Unknown,11.0,2,Alto,5,0,2,65245.88,Yes,5437.16
595,37,No,travel_rarely,22,3,Life Sciences,4,M,1,1, Laboratory Technician ,3,Single,0,No,15,3,3,Full Time,11.32,2,Alto,5,4,3,42300.0,No,3525.0
596,33,No,travel_rarely,7,3,Life Sciences,3,M,2,3, Manager ,4,Divorced,9,Unknown,21,4,3,Part Time,10.0,3,Medio,5,0,1,100071.84,Yes,8339.32
597,37,No,travel_rarely,1,3,Life Sciences,1,F,3,2, Sales Executive ,3,Single,1,Unknown,16,3,4,Part Time,5.0,3,Alto,5,0,3,48590.0,Yes,4049.17
598,27,No,Unknown,13,1,Life Sciences,2,M,3,1, Sales Representative ,3,Unknown,1,Unknown,11,3,3,Unknown,7.0,1,Alto,7,0,6,28111.13,Yes,2342.59
599,34,No,travel_rarely,9,4,Life Sciences,1,F,3,2, Research Scientist ,4,Married,1,Unknown,12,3,4,Full Time,6.0,2,Unknown,6,0,5,63220.0,No,5268.33
600,49,Yes,Unknown,27,2,Life Sciences,2,F,4,2, Sales Executive ,3,Unknown,4,Yes,12,3,4,Part Time,8.0,2,Alto,5,1,3,53914.11,No,4492.84
601,32,No,travel_frequently,5,4,Life Sciences,2,M,2,1, Research Scientist ,4,Divorced,9,No,12,3,2,Part Time,10.0,3,Medio,5,0,3,28111.13,Yes,2342.59
602,47,No,Unknown,9,3,Marketing,4,M,3,3, Sales Executive ,1,Divorced,4,Yes,12,3,3,Full Time,18.0,2,Alto,5,0,2,107610.0,No,8967.5
603,38,No,travel_rarely,8,3,Life Sciences,1,M,2,1, Human Resources ,1,Unknown,0,Unknown,21,4,3,Unknown,11.32,3,Alto,5,0,3,65245.88,Yes,5437.16
604,33,No,Unknown,11,4,Life Sciences,4,M,3,1, Research Scientist ,4,Unknown,3,Unknown,19,3,2,Part Time,11.32,2,Alto,6,0,2,28111.13,Yes,2342.59
605,39,No,travel_frequently,21,2,Medical,3,F,3,1, Sales Representative ,4,Married,5,Unknown,15,3,2,Full Time,11.32,3,Alto,5,0,0,29730.0,No,2477.5
606,41,No,travel_rarely,2,3,Life Sciences,4,F,2,2, Human Resources ,4,Unknown,8,No,11,3,3,Part Time,13.0,2,Alto,5,0,4,52040.0,No,4336.67
607,44,No,Unknown,14,2,Life Sciences,3,F,2,2, Sales Executive ,3,Unknown,7,Unknown,17,3,1,Part Time,11.32,6,Alto,5,0,3,53914.11,Yes,4492.84
608,32,No,travel_rarely,8,2,Life Sciences,3,M,3,3, Sales Executive ,3,Unknown,5,No,11,3,1,Part Time,11.32,2,Muy alto,8,7,7,100071.84,No,8339.32
609,52,No,Unknown,1,2,Medical,4,M,3,4, Research Director ,4,Divorced,9,No,22,3,3,Full Time,32.0,1,Medio,5,1,3,173990.0,Yes,14499.17
610,61,No,travel_rarely,1,2,Life Sciences,2,M,3,3, Manager ,4,Unknown,3,Yes,14,3,3,Unknown,14.0,1,Mal,6,0,4,65245.88,Yes,5437.16
611,56,No,Unknown,2,4,Life Sciences,3,F,2,3, Sales Executive ,3,Married,6,No,11,3,2,Part Time,13.0,4,Alto,9,7,0,100071.84,Yes,8339.32
612,58,No,Unknown,9,3,Medical,1,F,3,1, Research Scientist ,3,Married,2,No,19,3,2,Part Time,18.0,4,Alto,5,0,3,28111.13,No,2342.59
613,50,No,Unknown,1,4,Life Sciences,1,M,4,4, Manager ,4,Single,2,No,22,3,3,Full Time,11.32,3,Medio,5,2,1,168850.0,Yes,14070.83
614,41,No,Unknown,9,3,Life Sciences,3,M,3,2, Laboratory Technician ,2,Single,9,No,15,3,3,Part Time,9.0,2,Medio,5,0,3,53914.11,No,4492.84
615,37,No,travel_rarely,8,4,Technical Degree,3,M,3,1, Human Resources ,3,Unknown,1,No,17,3,2,Full Time,6.0,2,Mal,5,1,4,43230.0,Yes,3602.5
616,44,No,travel_rarely,4,4,Marketing,2,M,3,2, Sales Executive ,1,Single,7,No,13,3,4,Unknown,11.32,3,Unknown,6,1,5,51550.0,No,4295.83
617,46,Yes,Unknown,10,4,Life Sciences,3,M,3,1, Research Scientist ,3,Single,1,Yes,11,3,3,Full Time,6.0,4,Alto,6,0,2,29360.0,No,2446.67
618,31,No,travel_rarely,15,1,Life Sciences,2,F,1,1, Research Scientist ,4,Married,0,Yes,18,3,1,Part Time,6.0,2,Medio,5,1,3,28111.13,No,2342.59
619,35,No,Unknown,2,3,Human Resources,2,M,3,1, Human Resources ,3,Unknown,1,No,13,3,4,Unknown,5.0,2,Alto,5,1,4,65245.88,Yes,5437.16
620,56,No,travel_frequently,1,4,Life Sciences,4,F,3,3, Manufacturing Director ,3,Unknown,7,No,17,3,1,Part Time,33.0,2,Mal,5,1,4,100071.84,No,8339.32
621,48,No,Unknown,4,2,Life Sciences,4,F,2,5, Manager ,2,Married,2,Unknown,14,3,3,Unknown,11.32,2,Alto,11,0,8,187890.0,Yes,15657.5
622,32,No,non-travel,9,2,Medical,3,F,3,2, Manufacturing Director ,3,Single,7,Yes,18,3,3,Part Time,10.0,3,Alto,8,1,7,53914.11,Yes,4492.84
623,34,Yes,travel_rarely,7,2,Life Sciences,4,M,3,2, Laboratory Technician ,3,Unknown,1,Unknown,18,3,1,Part Time,11.32,3,Alto,10,1,1,48830.0,Yes,4069.17
624,42,Yes,Unknown,25,4,Life Sciences,4,M,2,3, Sales Executive ,2,Single,2,Yes,12,3,3,Part Time,9.0,2,Alto,5,1,0,100071.84,Yes,8339.32
625,36,No,non-travel,26,1,Life Sciences,1,F,2,1, Research Scientist ,3,Divorced,1,No,20,4,3,Part Time,5.0,2,Alto,5,0,0,20290.0,Yes,1690.83
626,41,No,travel_rarely,21,4,Life Sciences,1,M,2,2, Sales Executive ,4,Married,3,Unknown,12,3,4,Part Time,8.0,2,Muy alto,5,1,4,53914.11,No,4492.84
627,39,No,Unknown,4,1,Life Sciences,3,M,3,1, Research Scientist ,3,Married,7,Yes,15,3,4,Full Time,8.0,2,Alto,6,1,3,29960.0,No,2496.67
628,35,No,Unknown,7,1,Life Sciences,4,M,3,2, Sales Executive ,4,Married,6,Unknown,13,3,1,Part Time,8.0,2,Muy alto,5,1,2,53914.11,Yes,4492.84
629,41,No,non-travel,25,2,Life Sciences,3,M,3,3, Healthcare Representative ,3,Unknown,3,No,21,4,2,Part Time,13.0,2,Alto,6,0,5,100071.84,No,8339.32
630,54,No,travel_rarely,8,4,Other,3,F,3,1, Laboratory Technician ,1,Married,9,No,13,3,3,Part Time,12.0,2,Mal,5,0,4,28111.13,Yes,2342.59
631,38,No,Unknown,3,4,Life Sciences,1,F,3,2, Sales Executive ,2,Single,3,Yes,16,3,4,Full Time,15.0,3,Alto,5,0,1,92780.0,Yes,7731.67
632,38,No,Unknown,7,4,Life Sciences,4,M,2,2, Laboratory Technician ,4,Single,1,Unknown,16,3,3,Part Time,10.0,2,Medio,10,1,8,53914.11,Yes,4492.84
633,26,No,travel_rarely,4,1,Life Sciences,4,F,3,2, Sales Executive ,3,Married,1,Yes,12,3,3,Unknown,11.32,3,Alto,5,0,3,65245.88,Yes,5437.16
634,36,No,travel_rarely,1,3,Life Sciences,4,F,2,1, Laboratory Technician ,2,Unknown,5,No,17,3,1,Part Time,7.0,2,Medio,5,0,2,28111.13,No,2342.59
635,30,No,Unknown,5,3,Life Sciences,4,M,3,2, Sales Executive ,1,Single,0,Unknown,18,3,4,Part Time,11.32,4,Alto,5,1,3,53914.11,Yes,4492.84
636,35,No,travel_rarely,4,4,Medical,1,F,2,1, Laboratory Technician ,2,Unknown,8,No,11,3,4,Part Time,8.0,5,Alto,5,0,2,28111.13,Yes,2342.59
637,49,No,travel_rarely,14,3,Medical,3,F,3,2, Sales Executive ,3,Married,3,Unknown,17,3,3,Part Time,11.32,4,Medio,5,1,2,53914.11,Yes,4492.84
638,42,Yes,Unknown,9,4,Life Sciences,4,M,3,1, Laboratory Technician ,1,Single,3,Unknown,14,3,2,Part Time,15.0,3,Mal,5,1,0,28111.13,No,2342.59
639,47,No,travel_rarely,7,3,Technical Degree,4,M,3,1, Research Scientist ,4,Married,4,No,20,4,4,Part Time,11.32,3,Alto,5,0,3,28111.13,Yes,2342.59
640,42,No,travel_rarely,9,2,Life Sciences,1,M,3,2, Sales Executive ,1,Unknown,0,Unknown,12,3,4,Part Time,11.32,5,Muy alto,8,7,1,53914.11,Yes,4492.84
641,31,No,Unknown,2,1,Life Sciences,1,M,3,2, Healthcare Representative ,4,Unknown,1,Unknown,19,3,4,Full Time,6.0,0,Muy alto,6,1,3,88530.0,Yes,7377.5
642,42,No,Unknown,14,2,Life Sciences,4,F,3,2, Sales Executive ,1,Married,1,No,15,3,3,Part Time,5.0,2,Alto,5,1,2,53914.11,Yes,4492.84
643,45,No,Unknown,27,3,Life Sciences,4,M,4,1, Laboratory Technician ,2,Divorced,5,Unknown,12,3,3,Full Time,11.32,0,Unknown,6,0,2,48760.0,No,4063.33
644,32,No,Unknown,7,3,Life Sciences,2,M,2,1, Research Scientist ,2,Unknown,1,No,12,3,2,Part Time,6.0,3,Medio,6,1,1,21410.0,Yes,1784.17
645,40,No,Unknown,2,2,Life Sciences,4,F,2,3, Manufacturing Director ,3,Unknown,3,Unknown,19,3,4,Unknown,10.0,6,Muy alto,5,0,2,65245.88,Yes,5437.16
646,39,No,travel_rarely,10,3,Life Sciences,2,F,3,1, Research Scientist ,2,Married,1,Unknown,11,3,1,Full Time,8.0,2,Mal,8,7,7,39360.0,No,3280.0
647,41,No,travel_rarely,12,3,Medical,4,M,3,2, Manufacturing Director ,2,Unknown,4,No,21,4,3,Part Time,11.32,3,Alto,5,1,0,53914.11,Yes,4492.84
648,38,No,travel_rarely,7,2,Life Sciences,1,M,4,2, Healthcare Representative ,1,Divorced,6,No,20,4,1,Full Time,13.0,3,Alto,5,0,4,68420.0,Yes,5701.67
649,25,Yes,travel_rarely,8,1,Medical,4,M,2,1, Laboratory Technician ,3,Single,1,Unknown,11,3,1,Full Time,5.0,2,Alto,5,1,2,39890.0,Yes,3324.17
650,37,No,Unknown,2,4,Life Sciences,1,M,2,1, Research Scientist ,4,Unknown,0,Yes,14,3,3,Full Time,6.0,2,Muy alto,5,1,4,49300.0,Yes,4108.33
651,33,No,travel_frequently,24,1,Technical Degree,4,F,3,2, Manufacturing Director ,4,Single,2,Unknown,20,4,4,Part Time,9.0,3,Medio,5,1,4,53914.11,Yes,4492.84
652,40,No,travel_rarely,6,2,Other,4,F,2,1, Laboratory Technician ,3,Married,1,No,11,3,2,Unknown,5.0,3,Alto,5,0,4,65245.88,Yes,5437.16
653,37,No,Unknown,23,4,Medical,2,M,1,1, Laboratory Technician ,3,Married,0,Unknown,16,3,2,Part Time,6.0,2,Muy alto,5,0,3,27050.0,Yes,2254.17
654,42,No,Unknown,12,3,Life Sciences,2,F,3,2, Healthcare Representative ,1,Unknown,2,Unknown,12,3,2,Part Time,15.0,3,Alto,7,7,7,44480.0,Yes,3706.67
655,29,No,travel_frequently,7,2,Life Sciences,4,F,3,1, Laboratory Technician ,4,Single,0,Yes,14,3,3,Part Time,6.0,3,Medio,5,0,2,23790.0,Yes,1982.5
656,43,No,Unknown,8,3,Life Sciences,3,F,3,2, Sales Executive ,2,Unknown,5,No,21,4,3,Unknown,14.0,3,Alto,5,1,4,65245.88,Yes,5437.16
657,35,No,travel_rarely,7,4,Marketing,2,M,3,2, Sales Executive ,3,Single,1,No,14,3,2,Full Time,11.32,2,Medio,10,0,9,54870.0,No,4572.5
658,51,No,Unknown,2,1,Life Sciences,2,M,3,5, Research Director ,4,Married,3,No,15,3,4,Unknown,28.0,3,Alto,5,4,3,65245.88,No,5437.16
659,38,No,non-travel,9,4,Life Sciences,1,M,4,1, Laboratory Technician ,2,Unknown,1,No,22,4,2,Part Time,5.0,3,Alto,5,0,2,28100.0,Yes,2341.67
660,43,No,Unknown,3,3,Life Sciences,3,M,2,2, Sales Executive ,2,Divorced,2,Unknown,11,3,3,Full Time,14.0,5,Alto,5,0,4,89380.0,No,7448.33
661,31,No,Unknown,7,4,Medical,4,F,2,1, Research Scientist ,1,Single,1,No,14,3,2,Part Time,5.0,3,Mal,5,0,4,28111.13,Yes,2342.59
662,33,No,non-travel,5,3,Medical,2,M,3,2, Manufacturing Director ,1,Unknown,0,No,19,3,2,Full Time,10.0,2,Alto,9,1,7,99360.0,Yes,8280.0
663,38,Yes,travel_rarely,9,4,Life Sciences,3,M,2,1, Sales Representative ,1,Single,7,No,23,4,2,Part Time,11.32,4,Unknown,5,0,3,28111.13,No,2342.59
664,45,No,travel_rarely,2,2,Medical,4,F,4,1, Research Scientist ,3,Unknown,1,No,12,3,4,Part Time,6.0,3,Medio,5,1,4,28111.13,No,2342.59
665,35,No,travel_frequently,7,3,Life Sciences,1,F,4,2, Sales Executive ,1,Married,2,No,19,3,1,Part Time,11.32,3,Alto,5,1,3,53914.11,No,4492.84
666,46,No,Unknown,1,5,Marketing,2,F,3,2, Sales Executive ,1,Unknown,5,Unknown,21,4,3,Full Time,9.0,2,Medio,4,1,3,54540.0,No,4545.0
667,40,No,Unknown,29,5,Life Sciences,4,F,3,2, Laboratory Technician ,4,Single,1,No,11,3,4,Part Time,10.0,2,Alto,10,9,9,53914.11,Yes,4492.84
668,52,No,Unknown,7,2,Medical,2,F,2,5, Research Director ,3,Divorced,5,Unknown,12,3,4,Unknown,11.32,2,Medio,27,13,8,65245.88,No,5437.16
669,61,No,travel_frequently,1,1,Life Sciences,1,F,2,2, Sales Executive ,3,Single,7,No,11,3,4,Full Time,20.0,2,Medio,4,1,3,54730.0,No,4560.83
670,42,No,travel_frequently,1,4,Life Sciences,3,M,2,4, Healthcare Representative ,2,Married,1,No,22,4,4,Full Time,22.0,3,Medio,22,11,11,135030.0,No,11252.5
671,56,No,travel_rarely,2,4,Technical Degree,1,F,3,3, Research Director ,3,Unknown,9,No,12,3,1,Full Time,16.0,5,Mal,4,0,3,135490.0,No,11290.83
672,52,No,Unknown,7,3,Life Sciences,1,F,3,5, Research Director ,2,Unknown,3,Yes,19,3,1,Full Time,28.0,1,Medio,8,0,7,181720.0,Yes,15143.33
673,56,No,non-travel,26,3,Life Sciences,4,F,4,4, Manager ,4,Single,2,Unknown,12,3,3,Full Time,11.32,3,Alto,5,4,4,153407.07,Yes,12783.92
674,26,No,Unknown,18,1,Life Sciences,2,M,3,1, Laboratory Technician ,3,Married,0,No,12,3,3,Part Time,11.32,2,Alto,5,1,2,27740.0,Yes,2311.67
675,39,No,travel_rarely,3,3,Life Sciences,3,M,3,3, Sales Executive ,4,Unknown,2,No,12,3,1,Part Time,11.32,3,Alto,5,1,3,100071.84,Yes,8339.32
676,32,No,travel_rarely,2,1,Life Sciences,2,M,2,1, Laboratory Technician ,4,Single,0,No,13,3,4,Part Time,6.0,3,Alto,5,1,2,28111.13,Yes,2342.59
677,36,No,travel_frequently,7,4,Life Sciences,1,F,3,1, Sales Representative ,3,Unknown,6,No,18,3,4,Part Time,11.32,3,Alto,4,1,2,28111.13,No,2342.59
678,59,No,travel_rarely,24,2,Life Sciences,3,M,4,3, Healthcare Representative ,4,Divorced,3,Unknown,16,3,2,Part Time,12.0,2,Mal,5,1,4,94390.0,Yes,7865.83
679,40,No,travel_rarely,1,4,Life Sciences,1,F,2,2, Sales Executive ,4,Single,4,Unknown,22,3,3,Unknown,12.0,2,Muy alto,8,0,7,65245.88,No,5437.16
680,43,Yes,travel_rarely,20,2,Marketing,2,F,3,1, Sales Representative ,2,Unknown,1,Yes,22,4,4,Part Time,4.0,5,Medio,4,0,2,28111.13,Yes,2342.59
681,44,No,Unknown,21,2,Life Sciences,3,F,3,2, Manufacturing Director ,3,Divorced,2,Unknown,16,3,2,Part Time,11.0,5,Alto,5,0,2,52650.0,No,4387.5
682,36,No,Unknown,10,4,Life Sciences,4,M,3,1, Research Scientist ,3,Divorced,1,Yes,17,3,4,Full Time,11.32,4,Muy alto,5,2,0,38150.0,Yes,3179.17
683,32,Yes,Unknown,26,4,Life Sciences,3,F,2,2, Sales Executive ,1,Unknown,5,Unknown,15,3,3,Part Time,9.0,5,Medio,6,0,1,53914.11,Yes,4492.84
684,31,Yes,travel_rarely,7,1,Medical,1,M,2,1, Research Scientist ,4,Single,1,Unknown,13,3,3,Part Time,4.0,3,Unknown,4,0,1,23890.0,Yes,1990.83
685,34,No,Unknown,4,2,Life Sciences,3,F,3,1, Sales Representative ,2,Married,2,No,11,3,1,Part Time,11.32,5,Alto,4,1,2,28111.13,No,2342.59
686,27,No,Unknown,5,2,Life Sciences,2,M,4,2, Healthcare Representative ,1,Unknown,1,No,12,3,4,Unknown,6.0,2,Alto,6,1,5,65245.88,Yes,5437.16
687,55,No,Unknown,3,4,Life Sciences,3,M,3,4, Research Director ,3,Married,3,Yes,16,3,4,Full Time,21.0,5,Medio,5,1,3,175840.0,Yes,14653.33
688,28,No,Unknown,11,2,Medical,1,M,3,2, Healthcare Representative ,1,Married,1,Unknown,13,3,3,Part Time,5.0,3,Alto,5,3,3,53914.11,Yes,4492.84
689,30,No,Unknown,8,2,Life Sciences,4,F,3,1, Research Scientist ,4,Unknown,1,No,21,4,4,Unknown,11.32,3,Alto,5,0,2,65245.88,Yes,5437.16
690,30,No,travel_rarely,16,2,Medical,2,M,4,2, Healthcare Representative ,1,Single,0,Unknown,19,3,3,Unknown,9.0,2,Alto,8,0,7,65245.88,Yes,5437.16
691,60,No,Unknown,1,4,Life Sciences,4,M,1,2, Healthcare Representative ,3,Divorced,2,Yes,13,3,4,Part Time,11.32,2,Alto,5,1,2,53914.11,Yes,4492.84
692,29,No,travel_rarely,5,3,Life Sciences,3,F,3,1, Research Scientist ,2,Single,1,Unknown,12,3,2,Part Time,4.0,2,Unknown,4,1,2,28111.13,Yes,2342.59
693,56,No,travel_frequently,20,4,Life Sciences,4,F,3,2, Research Scientist ,3,Unknown,3,Unknown,12,3,4,Unknown,20.0,4,Medio,4,0,3,48690.0,No,4057.5
